Time,Source,Destination,Protocol,Length,SequenceID,MessageType
2.880958,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43833,11
2.880977,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22103,0
2.934556,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19166,1
2.934770,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19166,9
2.944982,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22104,0
2.983663,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19167,1
2.983875,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19167,9
3.008981,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43834,11
3.009034,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22105,0
3.063802,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19168,1
3.064042,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19168,9
3.072959,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22106,0
3.117231,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19169,1
3.117447,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19169,9
3.135130,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19170,1
3.135308,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19170,9
3.136925,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43835,11
3.136975,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22107,0
3.192963,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22108,0
3.195113,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19171,1
3.195316,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19171,9
3.235183,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19172,1
3.235362,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19172,9
3.256969,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43836,11
3.257022,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22109,0
3.272739,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19173,1
3.272994,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19173,9
3.318252,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19174,1
3.318454,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19174,9
3.320923,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22110,0
3.364418,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19175,1
3.364647,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19175,9
3.384939,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43837,11
3.384958,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22111,0
3.430024,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19176,1
3.430227,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19176,9
3.448977,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22112,0
3.474839,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19177,1
3.475327,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19177,9
3.504991,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43838,11
3.505010,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22113,0
3.568993,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22114,0
3.591203,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19178,1
3.591416,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19178,9
3.632962,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43839,11
3.632981,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22115,0
3.651781,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19179,1
3.651965,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19179,9
3.696961,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22116,0
3.725855,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19180,1
3.726063,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19180,9
3.760954,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43840,11
3.760973,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22117,0
3.824968,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22118,0
