Time,Source,Destination,Protocol,Length,SequenceID,MessageType
37.764778,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61244,Sync
37.768528,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,233,Delay_Req
37.768716,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,233,Delay_Resp
37.773099,c4:5a:b1:80:60:8a,01:00:0c:cc:cc:cd,-,68,-,-
37.776267,c4:5a:b1:80:60:8a,01:00:0c:cc:cc:cd,-,68,-,-
37.776632,c4:5a:b1:80:60:8a,01:00:0c:cc:cc:cd,-,68,-,-
37.778797,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60960,Sync
37.781624,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,234,Delay_Req
37.781774,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,234,Delay_Resp
37.793785,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61125,Sync
37.794980,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,235,Delay_Req
37.795208,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,235,Delay_Resp
37.799927,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,236,Delay_Req
37.800156,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,236,Delay_Resp
37.806780,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61173,Sync
37.807795,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61323,Sync
37.825785,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61150,Sync
37.834377,c4:5a:b1:80:61:8a,33:33:ff:00:00:00,-,90,-,-
37.835872,c4:5a:b1:3a:1b:a6,33:33:ff:00:00:00,-,90,-,-
37.838783,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60861,Sync
37.856772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61299,Sync
37.872446,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63430,Announce
37.872485,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61324,Sync
37.872771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61199,Sync
37.883363,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,237,Delay_Req
37.883633,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,237,Delay_Resp
37.885771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61175,Sync
37.900878,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61221,Sync
37.913778,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61128,Sync
37.920922,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,238,Delay_Req
37.921124,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,238,Delay_Resp
37.926775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61200,Sync
37.936076,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61325,Sync
37.943772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61248,Sync
37.958773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61105,Sync
37.976770,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61201,Sync
37.996775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61081,Sync
37.997903,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,239,Delay_Req
37.998117,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,239,Delay_Resp
38.000454,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63431,Announce
38.000497,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61326,Sync
38.016781,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61277,Sync
